Country,Albania,Algeria,American Samoa,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bermuda,Bolivia,Bosnia,Brazil,British Virgin Islands,Bulgaria,Cameroon,Canada,Cayman Islands,Chile,China,Chinese Taipei,Colombia,Costa Rica,Croatia,Cyprus,Czech Republic,Czechoslovakia,Denmark ,Dominica,East Germany,Egypt,Estonia,Ethiopia,Fiji,Finland,France,Georgia,Germany,Ghana,Great Britain,Greece,Guam,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Individual Olympic Athletes,Iran,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,Kyrgyzstan,Latvia,Lebanon,Liechtenstein,Lithuania,Luxemburg,"Macedonia, the former Yugoslav Republic of",Madagascar,Malta,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Nepal,Netherlands,Netherlands Antilles,New Zealand,North Korea,Norway,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,San Marino,Senegal,Serbia,Serbia and Montenegro,Slovakia,Slovenia,South Africa,South Korea,Soviet Union,Spain,Swaziland,Sweden,Switzerland,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago ,Turkey,Ukraine,Unified Team,United States,Uruguay,Uzbekistan,Venezuela,West Germany,Virgin Islands,Yugoslavia,Zimbabwe,
Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,9,,,54,,,11,,,,,,4,,28,,4,,,,,,,,47,2,,,,,,,24,36,,,,55,1,,,,,22,4,,,,,,54,,,,,,,2,10,,,,,,,,,,,,,4,,,,49,,,,,29,,,7,,,,,,,,,3,,6,,43,70,,,,,,,4,,,69,,,,,,17,,70
Men,,,,,9,,,42,,,10,,,,,,4,,24,,4,,,,,,,,41,2,,,,,,,24,28,,,,43,1,,,,,17,4,,,,,,51,,,,,,,2,10,,,,,,,,,,,,,4,,,,45,,,,,29,,,7,,,,,,,,,3,,6,,42,59,,,,,,,4,,,59,,,,,,17,,
Women,,,,,0,,,12,,,1,,,,,,0,,4,,0,,,,,,,,6,0,,,,,,,0,8,,,,12,0,,,,,5,0,,,,,,3,,,,,,,0,0,,,,,,,,,,,,,0,,,,4,,,,,0,,,0,,,,,,,,,0,,0,,1,11,,,,,,,0,,,10,,,,,,0,,
Sports,,,,,2,,,8,,,4,,,,,,3,,7,,1,,,,,,,,8,2,,,,,,,5,7,,,,6,1,,,,,5,2,,,,,,9,,,,,,,1,2,,,,,,,,,,,,,1,,,,7,,,,,5,,,1,,,,,,,,,1,,1,,6,9,,,,,,,1,,,9,,,,,,4,,
Gold,,,,,0,,,1,,,1,,,,,,0,,2,,0,,,,,,,,0,0,,,,,,,1,2,,,,0,0,,,,,0,0,,,,,,1,,,,,,,0,0,,,,,,,,,,,,,0,,,,4,,,,,0,,,0,,,,,,,,,0,,0,,4,3,,,,,,,0,,,3,,,,,,0,,
Silver,,,,,0,,,3,,,1,,,,,,0,,0,,0,,,,,,,,1,0,,,,,,,3,1,,,,0,0,,,,,1,0,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,0,,,,3,,,,,0,,,0,,,,,,,,,0,,0,,3,4,,,,,,,0,,,4,,,,,,0,,
Bronze,,,,,0,,,4,,,0,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,2,2,,,,2,0,,,,,0,0,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,0,,,,3,,,,,0,,,0,,,,,,,,,0,,0,,3,3,,,,,,,0,,,2,,,,,,0,,
Total M,,,,,0,,,8,,,2,,,,,,0,,3,,0,,,,,,,,1,0,,,,,,,6,5,,,,2,0,,,,,1,0,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,0,,,,4,,,,,0,,,0,,,,,,,,,0,,0,,10,10,,,,,,,0,,,9,,,,,,0,,10
Distance,,,,,7209.420805872,,,175.0092116062,,,400.5975258593,,,,,,781.5002674386,,3962.0434307683,,7295.4529276635,,,,,,,,344.5939488532,656.7977686767,,,,,,,1358.2190018533,375.9141190156,,,,734.7182779273,804.8115021161,,,,,482.4778819805,1648.2131574824,,,,,,293.2263184073,,,,,,,1617.3108452088,48.2249991748,,,,,,,,,,,,,453.3211312907,,,,10,,,,,594.9216167454,,,724.7666678401,,,,,,,,,5499.8827893701,,827.111928189,,1090.8461450409,93.4641458061,,,,,,,1371.3534891453,,,5058.5464120865,,,,,,526.0792005721,,
1952,,,,,12,,9,39,,,9,,,,,,10,,39,,3,,,,,,,,22,1,,,,,,,50,26,,53,,18,3,,,,,12,11,,,,,,33,,13,,,,,1,,,,,,,,,,,,,,104,,3,,73,,,,,30,1,,16,,,,,,,,,19,,4,,65,55,,,,,,,51,,,66,,,,,,6,,104
Men,,,,,11,,7,31,,,9,,,,,,10,,31,,3,,,,,,,,22,1,,,,,,,45,20,,41,,8,3,,,,,8,11,,,,,,28,,13,,,,,1,,,,,,,,,,,,,,78,,2,,61,,,,,27,1,,16,,,,,,,,,18,,4,,56,46,,,,,,,51,,,56,,,,,,4,,
Women,,,,,1,,2,8,,,0,,,,,,0,,8,,0,,,,,,,,0,0,,,,,,,5,6,,12,,10,0,,,,,4,0,,,,,,5,,0,,,,,0,,,,,,,,,,,,,,26,,1,,12,,,,,3,0,,0,,,,,,,,,1,,0,,9,9,,,,,,,0,,,10,,,,,,2,,
Sports,,,,,2,,4,7,,,3,,,,,,2,,6,,1,,,,,,,,3,1,,,,,,,7,5,,8,,3,1,,,,,4,3,,,,,,6,,5,,,,,1,,,,,,,,,,,,,,14,,1,,8,,,,,4,1,,3,,,,,,,,,6,,1,,8,7,,,,,,,4,,,8,,,,,,3,,
Gold,,,,,0,,0,2,,,0,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,3,0,,3,,1,0,,,,,0,0,,,,,,1,,0,,,,,0,,,,,,,,,,,,,,0,,0,,7,,,,,0,0,,0,,,,,,,,,0,,0,,0,0,,,,,,,2,,,4,,,,,,0,,
Silver,,,,,0,,0,4,,,0,,,,,,0,,0,,0,,,,,,,,0,0,,,,,,,4,0,,2,,0,0,,,,,0,0,,,,,,0,,0,,,,,0,,,,,,,,,,,,,,5,,0,,3,,,,,0,0,,0,,,,,,,,,0,,0,,0,0,,,,,,,0,,,6,,,,,,0,,
Bronze,,,,,0,,0,2,,,0,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,2,1,,2,,0,0,,,,,1,0,,,,,,1,,0,,,,,0,,,,,,,,,,,,,,0,,0,,6,,,,,0,0,,0,,,,,,,,,2,,0,,4,2,,,,,,,1,,,1,,,,,,0,,
Total M,,,,,0,,0,8,,,0,,,,,,0,,2,,0,,,,,,,,0,0,,,,,,,9,1,,7,,1,0,,,,,1,0,,,,,,2,,0,,,,,0,,,,,,,,,,,,,,5,,0,,16,,,,,0,0,,0,,,,,,,,,2,,0,,4,2,,,,,,,3,,,11,,,,,,0,,16
Distance,,,,,7743.8146409176,,8926.9420529286,878.4563527764,,,682.8865646783,,,,,,1316.28346667,,3251.0636920528,,7725.5939564105,,,,,,,,729.5884664349,274.4493213604,,,,,,,566.975517751,1028.8117645792,,622.4669265951,,630.5749056234,1529.0218287638,,,,,970.6450803079,972.1938734501,,,,,,1186.582353591,,5165.4672542813,,,,,2131.5122032818,,,,,,,,,,,,,,549.3387504388,,10950.4898144653,,143.9345313033,,,,,654.4850625282,1630.4503319363,,1126.8874288286,,,,,,,,,4843.9090240716,,1519.1621443176,,200.9394917553,902.1909285324,,,,,,,1790.5648163721,,,4537.2418928738,,,,,,1120.5943799296,,
1956,,,,,,,8,60,,,4,,1,,,,7,,35,,3,,,,,,,,41,,,,,,,,31,32,,63,,41,3,,,,,2,7,,,3,,,65,,10,,,,,3,8,,,,,,,,,,,,,8,,,,45,,,,,51,,,19,,,,,,,,,4,53,6,,58,59,,,,,,,4,,,67,,,,,,17,,
Men,,,,,,,7,50,,,4,,1,,,,6,,27,,3,,,,,,,,35,,,,,,,,27,25,,52,,31,3,,,,,1,6,,,3,,,53,,10,,,,,3,8,,,,,,,,,,,,,6,,,,37,,,,,44,,,13,,,,,,,,,4,47,6,,50,51,,,,,,,4,,,57,,,,,,12,,
Women,,,,,,,1,10,,,0,,0,,,,1,,8,,0,,,,,,,,6,,,,,,,,4,7,,11,,10,0,,,,,1,1,,,0,,,12,,0,,,,,0,0,,,,,,,,,,,,,2,,,,8,,,,,7,,,6,,,,,,,,,0,6,0,,8,8,,,,,,,0,,,10,,,,,,5,,
Sports,,,,,,,3,8,,,3,,1,,,,2,,7,,1,,,,,,,,7,,,,,,,,6,6,,8,,5,1,,,,,1,2,,,1,,,8,,5,,,,,2,2,,,,,,,,,,,,,2,,,,6,,,,,6,,,4,,,,,,,,,1,6,1,,8,7,,,,,,,1,,,8,,,,,,3,,
Gold,,,,,,,0,4,,,0,,0,,,,0,,0,,0,,,,,,,,0,,,,,,,,3,0,,1,,0,0,,,,,0,0,,,0,,,1,,0,,,,,0,0,,,,,,,,,,,,,0,,,,2,,,,,0,,,0,,,,,,,,,0,7,0,,2,3,,,,,,,0,,,2,,,,,,0,,
Silver,,,,,,,0,3,,,0,,0,,,,0,,1,,0,,,,,,,,0,,,,,,,,3,0,,0,,0,0,,,,,0,0,,,0,,,2,,1,,,,,0,0,,,,,,,,,,,,,0,,,,1,,,,,0,,,0,,,,,,,,,0,3,0,,4,2,,,,,,,0,,,3,,,,,,0,,
Bronze,,,,,,,0,4,,,0,,0,,,,0,,2,,0,,,,,,,,0,,,,,,,,1,0,,1,,0,0,,,,,1,0,,,0,,,0,,0,,,,,0,0,,,,,,,,,,,,,0,,,,1,,,,,1,,,0,,,,,,,,,0,6,0,,4,1,,,,,,,0,,,2,,,,,,0,,
Total M,,,,,,,0,11,,,0,,0,,,,0,,3,,0,,,,,,,,0,,,,,,,,7,0,,2,,0,0,,,,,1,0,,,0,,,3,,1,,,,,0,0,,,,,,,,,,,,,0,,,,4,,,,,1,,,0,,,,,,,,,0,16,0,,10,6,,,,,,,0,,,7,,,,,,0,,16
Distance,,,,,,,8993.3178611707,79.1676087493,,,475.1119863924,,6482.3426682694,,,,676.1416686831,,4022.3357871539,,7394.2179489815,,,,,,,,271.1822542091,,,,,,,,1318.5691006418,485.3505612131,,340.1251034898,,807.7170395739,721.3923909585,,,,,373.7531622624,1700.8297402832,,,2373.4193027723,,,258.0908423891,,5823.1055242354,,,,,1519.2538278092,130.4873795337,,,,,,,,,,,,,501.8001904574,,,,1072.5711706634,,,,,517.8538056013,1123.5609140783,,615.3389528868,,,,,,,,,5418.6439386655,1265.1729042577,926.7835816264,,1075.2382000943,198.3441915874,,,,,,,1266.0327241406,,,5142.513769239,,,,,,419.1396232636,,
1960,,,,,6,,30,26,,,,,,,,,7,,44,,5,,,,,,,,21,1,,,,,,,48,26,,74,,17,,,,,,3,4,,,,,,28,,41,,,,,2,3,,,,,,,,,,,,,7,,4,,29,,,,,13,,,,,,,,,,,4,7,62,4,,47,21,,,,,,,2,,,79,,,,,,,,
Men,,,,,5,,26,17,,,,,,,,,4,,34,,5,,,,,,,,20,1,,,,,,,42,18,,56,,11,,,,,,2,4,,,,,,21,,36,,,,,2,3,,,,,,,,,,,,,5,,2,,25,,,,,7,,,,,,,,,,,1,5,48,3,,41,14,,,,,,,2,,,61,,,,,,,,
Women,,,,,1,,4,9,,,,,,,,,3,,10,,0,,,,,,,,1,0,,,,,,,6,8,,18,,6,,,,,,1,0,,,,,,7,,5,,,,,0,0,,,,,,,,,,,,,2,,2,,4,,,,,6,,,,,,,,,,,3,2,14,1,,6,7,,,,,,,0,,,18,,,,,,,,
Sports,,,,,2,,6,5,,,,,,,,,2,,7,,1,,,,,,,,4,1,,,,,,,6,6,,8,,5,,,,,,3,2,,,,,,6,,7,,,,,1,1,,,,,,,,,,,,,2,,1,,6,,,,,4,,,,,,,,,,,1,3,8,1,,6,4,,,,,,,1,,,8,,,,,,,,
Gold,,,,,0,,0,1,,,,,,,,,0,,2,,0,,,,,,,,0,0,,,,,,,2,1,,4,,0,,,,,,0,0,,,,,,0,,0,,,,,0,0,,,,,,,,,,,,,0,,0,,3,,,,,,,,,,,,,,,,0,0,7,0,,3,2,,,,,,,0,,,3,,,,,,,,
Silver,,,,,0,,0,2,,,,,,,,,0,,1,,0,,,,,,,,1,0,,,,,,,3,0,,3,,0,,,,,,0,0,,,,,,0,,0,,,,,0,0,,,,,,,,,,,,,1,,0,,3,,,,,1,,,,,,,,,,,0,0,5,0,,2,0,,,,,,,0,,,4,,,,,,,,
Bronze,,,,,0,,0,3,,,,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,3,2,,1,,0,,,,,,0,0,,,,,,1,,0,,,,,0,0,,,,,,,,,,,,,1,,0,,0,,,,,1,,,,,,,,,,,0,0,9,0,,2,0,,,,,,,0,,,3,,,,,,,,
Total M,,,,,0,,0,6,,,,,,,,,0,,4,,0,,,,,,,,1,0,,,,,,,8,3,,8,,0,,,,,,0,0,,,,,,1,,0,,,,,0,0,,,,,,,,,,,,,2,,0,,6,,,,,2,,,,,,,,,,,0,0,21,0,,7,2,,,,,,,0,,,10,,,,,,,,21
Distance,,,,,6207.9661812025,,8230.9348369028,5815.6639756086,,,,,,,,,6360.182868036,,1807.4380759552,,5737.0901468531,,,,,,,,5731.653219953,5246.7157089121,,,,,,,5075.6564189849,5556.8651051601,,5495.5779745174,,5033.8647463821,,,,,,6001.4650130728,4133.8033139933,,,,,,6058.5161008991,,5246.1581642885,,,,,7168.8622628347,5721.1598679527,,,,,,,,,,,,,5327.614858919,,6915.3153943162,,4920.2830937991,,,,,5701.6678571908,,,,,,,,,,,10296.3436712711,5641.4501983253,5752.6921915578,5651.8573479273,,5017.4172354767,5686.4841305186,,,,,,,6816.0384804895,,,1256.2472674025,,,,,,,,
1964,,,,,12,,5,83,,,8,,,,,,7,,55,,5,,,,,,,,46,2,,,,,,,51,24,,96,,36,3,,,,,28,5,1,,4,,,61,,47,,,,,4,6,,,,,,,,,13,,,,6,,,13,58,,,,,51,,,27,,,,,,,,,7,69,6,,57,72,,,,,,,5,,,90,,,,,,31,,
Men,,,,,11,,3,69,,,7,,,,,,3,,43,,5,,,,,,,,36,2,,,,,,,45,15,,73,,27,3,,,,,22,5,1,,4,,,53,,41,,,,,4,6,,,,,,,,,10,,,,4,,,6,51,,,,,40,,,27,,,,,,,,,5,53,6,,49,60,,,,,,,5,,,71,,,,,,29,,
Women,,,,,1,,2,14,,,1,,,,,,4,,12,,0,,,,,,,,10,0,,,,,,,6,9,,23,,9,0,,,,,6,0,0,,0,,,8,,6,,,,,0,0,,,,,,,,,3,,,,2,,,7,7,,,,,11,,,0,,,,,,,,,2,16,0,,8,12,,,,,,,0,,,19,,,,,,2,,
Sports,,,,,3,,1,10,,,3,,,,,,2,,8,,1,,,,,,,,8,2,,,,,,,7,5,,10,,7,1,,,,,6,2,1,,1,,,9,,8,,,,,1,2,,,,,,,,,3,,,,2,,,2,9,,,,,8,,,4,,,,,,,,,3,8,1,,8,10,,,,,,,1,,,10,,,,,,4,,
Gold,,,,,0,,0,4,,,0,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,3,3,,3,,1,0,,,,,0,0,0,,0,,,0,,0,,,,,0,0,,,,,,,,,0,,,,1,,,,3,,,,,0,,,0,,,,,,,,,0,11,0,,3,0,,,,,,,0,,,1,,,,,,0,,
Silver,,,,,0,,0,5,,,0,,,,,,0,,1,,0,,,,,,,,0,0,,,,,,,4,4,,2,,0,0,,,,,0,0,0,,0,,,1,,0,,,,,0,0,,,,,,,,,0,,,,1,,,1,6,,,,,0,,,0,,,,,,,,,0,8,0,,3,0,,,,,,,0,,,2,,,,,,0,,
Bronze,,,,,0,,0,3,,,0,,,,,,0,,1,,0,,,,,,,,1,0,,,,,,,3,0,,2,,0,0,,,,,0,0,0,,0,,,3,,0,,,,,0,0,,,,,,,,,0,,,,0,,,,6,,,,,0,,,0,,,,,,,,,0,6,0,,1,0,,,,,,,0,,,4,,,,,,0,,
Total M,,,,,0,,0,12,,,0,,,,,,0,,3,,0,,,,,,,,1,0,,,,,,,10,7,,7,,1,0,,,,,0,0,0,,0,,,4,,0,,,,,0,0,,,,,,,,,0,,,,2,,,1,15,,,,,0,,,0,,,,,,,,,0,25,0,,7,0,,,,,,,0,,,7,,,,,,0,,25
Distance,,,,,7299.7842559755,,9026.9101236428,91.5350554591,,,415.2586573392,,,,,,725.3646957766,,3960.4856856789,,7384.7364263127,,,,,,,,254.9277647959,606.6329141488,,,,,,,1282.6390968137,453.6620945131,,279.6640574262,,746.976515356,781.8571821212,,,,,405.4596805977,1639.1362100371,4081.4284345725,,2417.4851246969,,,314.5514850922,,5808.0735798011,,,,,1573.88219475,87.1424386813,,,,,,,,,4154.19435114,,,,440.0039327716,,,5231.7155554156,1019.9947603221,,,,,505.3036049241,,,651.4453630978,,,,,,,,,5410.266261692,1261.3748598893,916.6122247972,,1028.385300924,160.1697838052,,,,,,,1314.4616039624,,,5083.0545717091,,,,,,466.9742846725,,
1968,,,,,5,,3,76,,,,,,,,,6,,70,,4,,,,,,,,48,3,,57,,,,,52,75,,,,38,3,,,,,10,4,1,,4,,,47,,61,,,,,3,9,,,,,,,,,7,,5,,9,,6,,65,,,,,31,,,30,,,,,,,,,8,74,20,,68,34,,,,,,,11,,,96,,,,87,,30,,
Men,,,,,2,,3,63,,,,,,,,,2,,55,,3,,,,,,,,41,2,,45,,,,,44,64,,,,28,3,,,,,8,4,1,,4,,,39,,52,,,,,3,8,,,,,,,,,7,,5,,4,,4,,54,,,,,23,,,29,,,,,,,,,5,54,20,,59,29,,,,,,,11,,,75,,,,67,,29,,
Women,,,,,3,,0,13,,,,,,,,,4,,15,,1,,,,,,,,7,1,,12,,,,,8,11,,,,10,0,,,,,2,0,0,,0,,,8,,9,,,,,0,1,,,,,,,,,0,,0,,5,,2,,11,,,,,8,,,1,,,,,,,,,3,20,0,,9,5,,,,,,,0,,,21,,,,20,,1,,
Sports,,,,,1,,3,10,,,,,,,,,2,,9,,1,,,,,,,,8,1,,9,,,,,7,10,,,,7,2,,,,,4,1,1,,1,,,8,,8,,,,,1,2,,,,,,,,,3,,1,,1,,1,,8,,,,,7,,,5,,,,,,,,,4,8,3,,9,7,,,,,,,2,,,10,,,,10,,4,,
Gold,,,,,0,,0,3,,,,,,,,,0,,1,,0,,,,,,,,1,0,,1,,,,,1,4,,,,0,0,,,,,0,0,0,,0,,,4,,0,,,,,0,0,,,,,,,,,0,,0,,3,,0,,6,,,,,0,,,0,,,,,,,,,0,5,0,,3,0,,,,,,,0,,,1,,,,2,,0,,
Silver,,,,,0,,0,4,,,,,,,,,0,,1,,0,,,,,,,,2,0,,2,,,,,2,3,,,,0,0,,,,,0,0,0,,0,,,0,,0,,,,,0,0,,,,,,,,,0,,0,,3,,0,,6,,,,,0,,,0,,,,,,,,,0,5,0,,2,2,,,,,,,0,,,5,,,,2,,0,,
Bronze,,,,,0,,0,4,,,,,,,,,0,,1,,0,,,,,,,,1,0,,2,,,,,2,2,,,,0,0,,,,,0,0,0,,0,,,0,,0,,,,,0,0,,,,,,,,,0,,0,,3,,0,,2,,,,,0,,,1,,,,,,,,,0,3,0,,3,4,,,,,,,0,,,1,,,,3,,0,,
Total M,,,,,0,,0,11,,,,,,,,,0,,3,,0,,,,,,,,4,0,,5,,,,,5,9,,,,0,0,,,,,0,0,0,,0,,,4,,0,,,,,0,0,,,,,,,,,0,,0,,9,,0,,14,,,,,0,,,1,,,,,,,,,0,13,0,,8,6,,,,,,,0,,,7,,,,7,,0,,14
Distance,,,,,6996.5969746294,,9306.6337590886,392.2933722473,,,,,,,,,966.6801448234,,3920.1153573757,,7078.7486703332,,,,,,,,554.0002987164,769.4881935476,,428.4625502438,,,,,1517.5121846125,188.3223269321,,,,698.9334318958,936.1728753928,,,,,694.6246709725,1637.878653404,4349.8746538008,,2669.0953938503,,,389.3735821587,,6088.8862051267,,,,,1773.7485431452,227.4650971666,,,,,,,,,4454.6696515468,,1078.7133195455,,504.6673805559,,11785.5997643802,,1173.9883035253,,,,,802.1276684945,,,931.8120905086,,,,,,,,,5702.8412259389,1562.2711846058,610.8538975168,,1219.3305740144,165.5356968524,,,,,,,1552.1666955143,,,4954.373065401,,,,428.4625502438,,719.8974602305,,
1972,,,,,2,,4,40,,,1,,,,,,4,,47,,11,,5,,,,,,41,,,42,,,,,50,40,,,,37,3,,,,,1,,,,4,,,44,,85,,,,,1,4,,,,,,,,,4,,,,11,,2,6,67,,,,2,47,,,13,,,,,,,,,5,76,3,,58,151,,,,,,,,,,103,,,,78,,26,,
Men,,,,,2,,4,29,,,1,,,,,,4,,29,,9,,5,,,,,,37,,,29,,,,,43,33,,,,30,3,,,,,0,,,,4,,,41,,65,,,,,1,3,,,,,,,,,4,,,,5,,2,0,56,,,,2,39,,,13,,,,,,,,,1,55,2,,49,122,,,,,,,,,,77,,,,62,,26,,
Women,,,,,0,,0,11,,,0,,,,,,0,,18,,2,,0,,,,,,4,,,13,,,,,7,7,,,,7,0,,,,,1,,,,0,,,3,,20,,,,,0,1,,,,,,,,,0,,,,6,,0,6,11,,,,0,8,,,0,,,,,,,,,4,21,1,,9,29,,,,,,,,,,26,,,,16,,0,,
Sports,,,,,1,,2,8,,,1,,,,,,2,,7,,5,,2,,,,,,6,,,7,,,,,6,9,,,,7,1,,,,,1,,,,1,,,9,,10,,,,,1,2,,,,,,,,,2,,,,2,,1,1,8,,,,1,8,,,4,,,,,,,,,2,9,1,,9,17,,,,,,,,,,10,,,,10,,4,,
Gold,,,,,0,,0,1,,,0,,,,,,0,,0,,0,,0,,,,,,1,,,4,,,,,0,0,,,,0,0,,,,,0,,,,0,,,2,,1,,,,,0,0,,,,,,,,,0,,,,4,,0,0,2,,,,0,1,,,0,,,,,,,,,0,8,1,,1,0,,,,,,,,,,3,,,,3,,0,,
Silver,,,,,0,,0,2,,,0,,,,,,0,,1,,0,,0,,,,,,0,,,3,,,,,4,1,,,,0,0,,,,,0,,,,0,,,2,,1,,,,,0,0,,,,,,,,,0,,,,3,,0,0,5,,,,0,0,,,0,,,,,,,,,0,5,0,,1,3,,,,,,,,,,2,,,,1,,0,,
Bronze,,,,,0,,0,2,,,0,,,,,,0,,0,,0,,0,,,,,,2,,,7,,,,,1,2,,,,0,0,,,,,0,,,,0,,,1,,1,,,,,0,0,,,,,,,,,0,,,,2,,0,0,5,,,,0,0,,,0,,,,,,,,,0,3,0,,2,0,,,,,,,,,,3,,,,1,,0,,
Total M,,,,,0,,0,5,,,0,,,,,,0,,1,,0,,0,,,,,,3,,,14,,,,,5,3,,,,0,0,,,,,0,,,,0,,,5,,3,,,,,0,0,,,,,,,,,0,,,,9,,0,0,12,,,,0,1,,,0,,,,,,,,,0,16,1,,4,3,,,,,,,,,,8,,,,5,,0,,16
Distance,,,,,10944.2460082291,,4872.9209398508,5435.8125790146,,,5464.5119680427,,,,,,5308.5550843745,,4639.509146955,,10449.590991461,,1782.5435318468,,,,,,5242.6422483169,,,5339.4369065139,,,,,4254.0567738371,5800.6023149534,,,,5392.2974252758,5619.7072868895,,,,,5261.1475509185,,,,4679.2502351154,,,5703.0713714228,,520.0455250194,,,,,5352.0347707521,5546.9016726685,,,,,,,,,1787.0790562964,,,,5327.113048303,,6157.5719291482,771.1805325267,4693.6436784792,,,,2377.3216724177,4998.0447098441,,,5155.6658059816,,,,,,,,,843.0366721274,4298.0771793386,6306.9187387102,,4593.4953916435,5595.9164638144,,,,,,,,,,5752.1441677856,,,,5339.4369065139,,5362.344081555,,
1976,,,,5,8,,8,77,,,4,,,,,,29,,59,,5,,6,,,,,,58,,,59,,,,,47,35,,,,42,4,,,,,3,8,,,4,,,58,,58,,,,,1,9,,,,,,,,,,,,,7,,5,,42,,,,,56,,,32,,2,,,,,,,3,79,4,,39,59,,,,,,,9,,,106,,,,71,,28,,
Men,,,,5,8,,5,63,,,3,,,,,,29,,38,,5,,6,,,,,,47,,,40,,,,,38,29,,,,31,4,,,,,2,6,,,4,,,47,,50,,,,,0,6,,,,,,,,,,,,,3,,3,,35,,,,,43,,,32,,2,,,,,,,1,59,4,,30,52,,,,,,,9,,,76,,,,56,,27,,
