Country,American Samoa,Canada,Costa Rica,Dominica,Guam,Guatemala,Honduras,Jamaica,Mexico,Puerto Rico,Trinidad and Tobago ,United States,Virgin Islands,Argentina,Bolivia,Brazil,Chile,Colombia,Paraguay,Peru,Uruguay,Venezuela,Algeria,Cameroon,Egypt,Ethiopia,Ghana,Kenya,Madagascar,Morocco,Senegal,South Africa,Swaziland,Togo,Zimbabwe,Albania,Andorra,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bermuda,Bosnia,British Virgin Islands,Bulgaria,Cayman Islands,Croatia,Cyprus,Czech Republic,Czechoslovakia,Denmark ,East Germany,Estonia,Finland,France,Georgia,Germany,Great Britain,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxemburg,"Macedonia, the former Yugoslav Republic of",Malta,Moldova,Monaco,Montenegro,Netherlands,Netherlands Antilles,Norway,Poland,Portugal,Romania,San Marino,Serbia,Serbia and Montenegro,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,West Germany,Yugoslavia,China,Chinese Taipei,Hong Kong,India,Iran,Israel,Japan,Kazakhstan,Kyrgyzstan,Lebanon,Mongolia,Nepal,North Korea,Pakistan,Philippines,Russia,South Korea,Soviet Union,Tajikistan,Thailand,Timor-Leste,Turkey,Uzbekistan,Australia,Fiji,New Zealand,Tonga,Individual Olympic Athletes,Unified Team
Distance,,3920.115357,,,,,,,,,,4954.373065,,6996.596975,,,7078.74867,,,,,,,,,,,,,1078.71332,,,,,,,,,392.2933722,,,,,,,966.6801448,,,,,554.0002987,769.4881935,428.4625502,,1517.512185,188.3223269,,,698.9334319,936.1728754,694.624671,1637.878653,,389.3735822,,227.4650972,,,,,,,,504.6673806,,1173.988304,802.1276685,,931.8120905,,,,,,610.8538975,1219.330574,165.5356969,,428.4625502,719.8974602,,,,4349.874654,2669.095394,,6088.886205,,,1773.748543,4454.669652,,,,,,5702.841226,1562.271185,,,,1552.166696,,9306.633759,,11785.59976,,,
1972,,47,,,,,,,,,,103,,2,,,11,,,,,,,,,,,,,,,,,,,,,,40,,,1,,,,4,,,,,41,,42,,50,40,,,37,3,1,,,44,,4,,,,,,,,11,,67,47,,13,,,,,,3,58,151,,78,26,,5,,,4,,85,,,1,4,,6,,2,,5,76,,,,,,4,,2,,,
Men,,29,,,,,,,,,,77,,2,,,9,,,,,,,,,,,,,,,,,,,,,,29,,,1,,,,4,,,,,37,,29,,43,33,,,30,3,0,,,41,,3,,,,,,,,5,,56,39,,13,,,,,,2,49,122,,62,26,,5,,,4,,65,,,1,4,,0,,2,,1,55,,,,,,4,,2,,,
Women,,18,,,,,,,,,,26,,0,,,2,,,,,,,,,,,,,,,,,,,,,,11,,,0,,,,0,,,,,4,,13,,7,7,,,7,0,1,,,3,,1,,,,,,,,6,,11,8,,0,,,,,,1,9,29,,16,0,,0,,,0,,20,,,0,0,,6,,0,,4,21,,,,,,0,,0,,,
Sports,,7,,,,,,,,,,10,,1,,,5,,,,,,,,,,,,,,,,,,,,,,8,,,1,,,,2,,,,,6,,7,,6,9,,,7,1,1,,,9,,2,,,,,,,,2,,8,8,,4,,,,,,1,9,17,,10,4,,2,,,1,,10,,,1,2,,1,,1,,2,9,,,,,,2,,1,,,
Gold,,0,,,,,,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,0,,,,,1,,4,,0,0,,,0,0,0,,,2,,0,,,,,,,,4,,2,1,,0,,,,,,1,1,0,,3,0,,0,,,0,,1,,,0,0,,0,,0,,0,8,,,,,,0,,0,,,
Silver,,1,,,,,,,,,,2,,0,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,0,,,,,0,,3,,4,1,,,0,0,0,,,2,,0,,,,,,,,3,,5,0,,0,,,,,,0,1,3,,1,0,,0,,,0,,1,,,0,0,,0,,0,,0,5,,,,,,0,,0,,,
Bronze,,0,,,,,,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,0,,,,,2,,7,,1,2,,,0,0,0,,,1,,0,,,,,,,,2,,5,0,,0,,,,,,0,2,0,,1,0,,0,,,0,,1,,,0,0,,0,,0,,0,3,,,,,,0,,0,,,
Total M,,1,,,,,,,,,,8,,0,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,0,,,,0,,,,,3,,14,,5,3,,,0,0,0,,,5,,0,,,,,,,,9,,12,1,,0,,,,,,1,4,3,,5,0,,0,,,0,,3,,,0,0,,0,,0,,0,16,,,,,,0,,0,,,
Distance,,4639.509147,,,,,,,,,,5752.144168,,10944.24601,,,10449.59099,,,,,,,,,,,,,,,,,,,,,,5435.812579,,,5464.511968,,,,5308.555084,,,,,5242.642248,,5339.436907,,4254.056774,5800.602315,,,5392.297425,5619.707287,5261.147551,,,5703.071371,,5546.901673,,,,,,,,5327.113048,,4693.643678,4998.04471,,5155.665806,,,,,,6306.918739,4593.495392,5595.916464,,5339.436907,5362.344082,,1782.543532,,,4679.250235,,520.045525,,,5352.034771,1787.079056,,771.1805325,,2377.321672,,843.0366721,4298.077179,,,,,,4872.92094,,6157.571929,,,
1976,,59,,,,,,,,,,106,,8,,,5,,,,,,,,,,,,,,,,,,,,5,,77,,,4,,,,29,,,,,58,,59,,47,35,,,42,4,3,8,,58,,9,,,,,,,,7,,42,56,,32,2,,,,,4,39,59,,71,28,,6,,,4,,58,,,1,,,,,,,3,79,,,,9,,8,,5,,,
Men,,38,,,,,,,,,,76,,8,,,5,,,,,,,,,,,,,,,,,,,,5,,63,,,3,,,,29,,,,,47,,40,,38,29,,,31,4,2,6,,47,,6,,,,,,,,3,,35,43,,32,2,,,,,4,30,52,,56,27,,6,,,4,,50,,,0,,,,,,,1,59,,,,9,,5,,3,,,
Women,,21,,,,,,,,,,30,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,14,,,1,,,,0,,,,,11,,19,,9,6,,,11,0,1,2,,11,,3,,,,,,,,4,,7,13,,0,0,,,,,0,9,7,,15,1,,0,,,0,,8,,,1,,,,,,,2,20,,,,0,,3,,2,,,
Sports,,8,,,,,,,,,,10,,2,,,1,,,,,,,,,,,,,,,,,,,,1,,10,,,2,,,,4,,,,,9,,8,,8,8,,,7,2,1,2,,9,,3,,,,,,,,2,,7,9,,4,1,,,,,1,7,9,,10,4,,4,,,1,,10,,,1,,,,,,,2,9,,,,2,,3,,1,,,
Gold,,1,,,,,,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,2,,,0,,,,0,,,,,0,,7,,2,0,,,1,0,0,0,,1,,0,,,,,,,,1,,3,0,,0,0,,,,,0,0,1,,2,0,,0,,,0,,0,,,0,,,,,,,0,13,,,,0,,0,,0,,,
Silver,,1,,,,,,,,,,3,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,2,,,0,,,,0,,,,,1,,5,,4,0,,,0,0,0,0,,2,,0,,,,,,,,2,,3,0,,0,0,,,,,0,0,3,,5,0,,0,,,0,,0,,,0,,,,,,,0,6,,,,0,,0,,0,,,
Bronze,,1,,,,,,,,,,4,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,2,,,0,,,,0,,,,,0,,7,,1,1,,,0,0,0,0,,1,,2,,,,,,,,3,,1,0,,0,0,,,,,0,2,1,,3,0,,0,,,0,,0,,,0,,,,,,,0,8,,,,0,,0,,0,,,
Total M,,3,,,,,,,,,,10,,0,,,0,,,,,,,,,,,,,,,,,,,,0,,6,,,0,,,,0,,,,,1,,19,,7,1,,,0,0,0,0,,4,,2,,,,,,,,6,,7,0,,0,0,,,,,0,2,5,,10,0,,0,,,0,,0,,,0,,,,,,,0,27,,,,0,,0,,0,,,
Distance,,3960.485686,,,,,,,,,,5083.054572,,7299.784256,,,7384.736426,,,,,,,,,,,,,,,,,,,,580.8954813,,91.53505546,,,415.2586573,,,,725.3646958,,,,,254.9277648,,279.6640574,,1282.639097,453.6620945,,,746.9765154,781.8571821,405.4596806,1639.13621,,314.5514851,,87.14243868,,,,,,,,440.0039328,,1019.99476,505.3036049,,651.4453631,247.0812096,,,,,916.6122248,1028.385301,160.1697838,,279.6640574,466.9742847,,5888.945551,,,2417.485125,,5808.07358,,,1573.882195,,,,,,,5410.266262,1261.37486,,,,1314.461604,,9026.910124,,11481.54803,,,
1980,,59,1,,,,,,,,,101,,13,3,,,,,,,,,,,,,,,,,,,,,,3,,43,,,2,,,,8,,,3,,41,,53,,52,22,,,48,3,2,6,,46,,7,,,,,,,,29,,64,30,,35,,,,,,8,61,44,,80,15,24,,,,,,50,,,3,3,,,,,,10,86,,,,,,9,,5,,,
Men,,41,1,,,,,,,,,76,,13,3,,,,,,,,,,,,,,,,,,,,,,3,,33,,,2,,,,8,,,2,,34,,36,,44,16,,,36,3,1,5,,34,,4,,,,,,,,25,,55,29,,33,,,,,,5,49,33,,61,11,13,,,,,,46,,,2,3,,,,,,6,63,,,,,,5,,3,,,
Women,,18,0,,,,,,,,,25,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,10,,,0,,,,0,,,1,,7,,17,,8,6,,,12,0,1,1,,12,,3,,,,,,,,4,,9,1,,2,,,,,,3,12,11,,19,4,11,,,,,,4,,,1,0,,,,,,4,23,,,,,,4,,2,,,
Sports,,8,1,,,,,,,,,10,,3,1,,,,,,,,,,,,,,,,,,,,,,1,,6,,,1,,,,3,,,1,,7,,8,,7,6,,,7,1,1,2,,8,,2,,,,,,,,2,,7,5,,4,,,,,,3,9,9,,10,5,5,,,,,,10,,,1,2,,,,,,4,9,,,,,,4,,1,,,
Gold,,0,0,,,,,,,,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,3,,,0,,,,0,,,0,,0,,9,,1,0,,,1,0,0,0,,0,,2,,,,,,,,1,,1,0,,0,,,,,,0,3,1,,0,0,0,,,,,,0,,,0,0,,,,,,0,10,,,,,,0,,0,,,
Silver,,1,0,,,,,,,,,4,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,2,,,0,,,,0,,,0,,0,,7,,5,0,,,0,0,1,0,,2,,2,,,,,,,,2,,3,0,,0,,,,,,0,0,1,,2,0,0,,,,,,1,,,0,0,,,,,,0,6,,,,,,0,,0,,,
Bronze,,1,0,,,,,,,,,2,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,2,,,0,,,,1,,,0,,1,,7,,3,1,,,0,0,0,0,,0,,0,,,,,,,,1,,6,0,,0,,,,,,0,1,3,,3,0,0,,,,,,0,,,0,0,,,,,,0,6,,,,,,0,,0,,,
Total M,,2,0,,,,,,,,,12,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,7,,,0,,,,1,,,0,,1,,23,,9,1,,,1,0,1,0,,2,,4,,,,,,,,4,,10,0,,0,,,,,,0,4,5,,5,0,0,,,,,,1,,,0,0,,,,,,0,22,,,,,,0,,0,,,
Distance,,1392.755686,2444.757382,,,,,,,,,1269.37774,,5448.410984,4274.669905,,,,,,,,,,,,,,,,,,,,,,3657.600211,,3980.676167,,,3494.332253,,,,4615.962526,,,5305.973072,,3976.192047,,3684.644204,,3804.321961,3559.404532,,,3178.135097,4671.931396,4253.601127,2535.289275,,4130.353725,,3834.100361,,,,,,,,3514.104222,,3410.203684,4057.767866,,4484.936816,,,,,,3488.980916,3560.615684,3777.319997,,3684.644204,4360.625515,6962.266717,,,,,,6542.373796,,,5476.216366,6201.871121,,,,,,6665.617976,4466.437911,,,,,,10528.8393,,9080.261601,,,
1984,,67,3,,,,,,1,1,,107,,18,3,,4,,,,,,,,1,,,,,4,1,,,,,,2,,65,,,4,,,1,16,,,5,,50,,56,,45,32,,,50,6,9,5,,74,,10,,,,,,1,,13,,58,30,,19,3,,,,,12,60,42,,84,72,37,12,,,,,39,,,4,4,,6,,,,15,99,,,,7,,10,,6,,,
Men,,47,3,,,,,,1,1,,77,,13,3,,4,,,,,,,,1,,,,,4,1,,,,,,2,,58,,,2,,,1,15,,,4,,38,,40,,40,22,,,37,6,7,4,,59,,7,,,,,,1,,9,,50,24,,16,3,,,,,10,51,29,,69,59,21,10,,,,,32,,,4,4,,0,,,,11,74,,,,7,,8,,4,,,
Women,,20,0,,,,,,0,0,,30,,5,0,,0,,,,,,,,0,,,,,0,0,,,,,,0,,7,,,2,,,0,1,,,1,,12,,16,,5,10,,,13,0,2,1,,15,,3,,,,,,0,,4,,8,6,,3,0,,,,,2,9,13,,15,13,16,2,,,,,7,,,0,0,,6,,,,4,25,,,,0,,2,,2,,,
Sports,,8,3,,,,,,1,1,,10,,3,1,,1,,,,,,,,1,,,,,1,1,,,,,,1,,9,,,2,,,1,5,,,1,,8,,8,,6,7,,,7,2,4,2,,9,,0,,,,,,1,,2,,8,6,,6,2,,,,,4,8,8,,10,10,5,5,,,,,9,,,1,1,,1,,,,5,10,,,,2,,5,,1,,,
Gold,,2,0,,,,,,0,0,,4,,0,0,,0,,,,,,,,0,,,,,0,0,,,,,,0,,0,,,0,,,0,0,,,0,,0,,9,,4,0,,,1,0,0,0,,2,,0,,,,,,0,,0,,3,0,,0,0,,,,,0,4,2,,2,0,0,0,,,,,0,,,0,0,,0,,,,0,6,,,,0,,0,,0,,,
Silver,,1,0,,,,,,0,0,,4,,0,0,,0,,,,,,,,0,,,,,0,0,,,,,,0,,0,,,0,,,0,0,,,0,,2,,9,,3,1,,,0,0,0,0,,0,,0,,,,,,0,,0,,2,0,,0,0,,,,,0,2,2,,1,1,0,0,,,,,1,,,0,0,,0,,,,0,10,,,,0,,0,,0,,,
Bronze,,1,0,,,,,,0,0,,0,,0,0,,0,,,,,,,,0,,,,,0,0,,,,,,0,,1,,,0,,,0,0,,,0,,4,,6,,6,2,,,0,0,0,0,,0,,2,,,,,,0,,0,,4,0,,0,0,,,,,0,2,1,,1,0,0,0,,,,,0,,,0,0,,0,,,,0,9,,,,0,,0,,0,,,
Total M,,4,0,,,,,,0,0,,8,,0,0,,0,,,,,,,,0,,,,,0,0,,,,,,0,,1,,,0,,,0,0,,,0,,6,,24,,13,3,,,1,0,0,0,,2,,2,,,,,,0,,0,,9,0,,0,0,,,,,0,8,5,,4,1,0,0,,,,,1,,,0,0,,0,,,,0,25,,,,0,,0,,0,,,
Distance,,4342.063546,6347.468493,,,,,,6478.859488,5104.640669,,5492.465105,,7461.45418,6709.358391,,7593.348805,,,,,,,,1333.597279,,,,,1506.07715,2810.230842,,,,,,848.452466,,342.0913234,,,825.673292,,,4994.840483,338.5858019,,,990.2675427,,429.7713922,,659.2774226,,1425.131591,812.8178366,,,1153.879289,384.5883133,232.0518948,2015.632014,,286.3516486,,484.7590207,,,,,,546.4369338,,831.7275232,,1299.846246,568.6755034,,357.4724784,296.3273071,,,,,1176.38868,1262.283696,547.170714,,659.2774226,123.959839,4452.82581,5699.67582,,,,,5751.013084,,,1164.284844,4020.284732,,5144.461023,,,,5310.708965,1182.303534,,,,923.5280268,,8684.570871,,11190.09044,,,
1988,,113,2,,,,,4,11,9,,118,,15,6,,5,,,,,,,,,,,,,3,,,,,,,4,,81,,,1,,,,26,,,3,,59,1,53,,53,68,,,48,6,5,3,,58,,13,,1,,,,3,,11,2,64,32,5,11,5,,,,,12,67,70,,90,22,13,13,,3,,,48,,,4,3,,6,,1,,22,101,,,,8,,19,1,9,,,
Men,,83,2,,,,,4,10,8,,86,,10,6,,5,,,,,,,,,,,,,3,,,,,,,2,,66,,,0,,,,24,,,2,,49,1,36,,46,53,,,34,5,3,2,,42,,11,,1,,,,3,,6,2,54,28,5,5,5,,,,,7,54,56,,71,16,6,11,,2,,,37,,,4,2,,3,,1,,18,78,,,,8,,17,1,7,,,
Women,,30,0,,,,,0,1,1,,31,,5,0,,0,,,,,,,,,,,,,0,,,,,,,2,,15,,,1,,,,2,,,1,,10,0,17,,7,15,,,14,1,2,1,,16,,2,,0,,,,0,,5,0,10,4,0,6,0,,,,,5,13,14,,19,6,7,2,,1,,,11,,,0,1,,3,,0,,4,23,,,,0,,2,0,2,,,
Sports,,11,2,,,,,1,4,3,,11,,4,1,,1,,,,,,,,,,,,,1,,,,,,,1,,10,,,1,,,,7,,,1,,9,1,8,,7,9,,,8,2,3,2,,8,,3,,1,,,,2,,1,2,8,6,1,4,2,,,,,4,9,7,,10,7,3,4,,1,,,9,,,1,1,,2,,1,,5,10,,,,2,,6,1,3,,,
Gold,,0,0,,,,,0,0,0,,2,,0,0,,0,,,,,,,,,,,,,0,,,,,,,0,,3,,,0,,,,0,,,0,,0,0,9,,4,1,,,0,0,0,0,,2,,0,,0,,,,0,,3,0,0,0,0,0,0,,,,,0,4,5,,2,0,0,0,,0,,,0,,,0,0,,0,,0,,0,11,,,,0,,0,0,0,,,
Silver,,2,0,,,,,0,0,0,,1,,0,0,,0,,,,,,,,,,,,,0,,,,,,,0,,5,,,0,,,,0,,,0,,1,0,10,,1,0,,,0,0,0,0,,1,,0,,0,,,,0,,2,0,3,0,0,0,0,,,,,0,0,5,,4,2,0,0,,0,,,0,,,0,0,,0,,0,,0,9,,,,0,,0,0,0,,,
Bronze,,3,0,,,,,0,0,0,,3,,0,0,,0,,,,,,,,,,,,,0,,,,,,,0,,2,,,0,,,,0,,,0,,2,0,6,,2,1,,,0,0,0,0,,2,,1,,0,,,,0,,2,0,2,0,0,0,0,,,,,0,2,5,,2,1,0,0,,0,,,1,,,0,0,,0,,0,,0,9,,,,0,,0,0,0,,,
Total M,,5,0,,,,,0,0,0,,6,,0,0,,0,,,,,,,,,,,,,0,,,,,,,0,,10,,,0,,,,0,,,0,,3,0,25,,7,2,,,0,0,0,0,,5,,1,,0,,,,0,,7,0,5,0,0,0,0,,,,,0,6,15,,8,3,0,0,,0,,,1,,,0,0,,0,,0,,0,29,,,,0,,0,0,0,,,
Distance,,963.1813089,3309.273559,,,,,3020.607092,2044.26061,3438.040907,,1227.58162,,6620.065739,5559.328902,,6186.735904,,,,,,,,,,,,,5270.22511,,,,,,,4912.244389,,4960.636623,,,4521.83306,,,,5492.748876,,,6167.003153,,4869.521189,4382.708659,4641.353507,,4204.088574,4731.164505,,,4191.945976,5675.182288,5136.593836,3277.543534,,5213.148853,,4873.890971,,4639.149497,,,,5012.917215,,4475.747068,3687.861212,4049.608719,4832.385557,4761.401746,5304.62469,5147.169661,,,,,4870.254846,4144.903196,4842.928423,,4641.353507,5280.311574,6038.65843,6301.201599,,7486.070413,,,5012.876209,,,6296.269651,5341.798222,,5151.702076,,6886.475823,,5306.807742,4884.08474,,,,5942.996029,,8630.678447,6400.285863,7693.709325,,,
1992,,108,4,,,,1,5,20,6,,147,,20,5,7,5,,,,,,4,,,,,,,12,2,,1,,,,5,,58,,,5,1,,,30,,4,4,,74,6,,19,62,109,,111,49,8,24,5,4,107,23,7,6,1,,,,5,,19,2,80,53,,23,3,,,,27,17,73,74,,,25,32,8,,2,,,60,,,4,4,,20,,1,,23,,,,,8,,22,,6,,,129
Men,,79,4,,,,1,5,16,6,,97,,15,5,6,5,,,,,,3,,,,,,,10,2,,1,,,,4,,45,,,4,1,,,22,,3,3,,55,4,,14,49,79,,75,39,7,13,4,4,79,19,6,3,1,,,,5,,9,2,61,41,,14,3,,,,20,13,56,57,,,22,12,8,,2,,,40,,,4,4,,9,,1,,19,,,,,8,,15,,5,,,86
Women,,29,0,,,,0,0,4,0,,50,,5,0,1,0,,,,,,1,,,,,,,2,0,,0,,,,1,,13,,,1,0,,,8,,1,1,,19,2,,5,13,30,,36,10,1,11,1,0,28,4,1,3,0,,,,0,,10,0,19,12,,9,0,,,,7,4,17,17,,,3,20,0,,0,,,20,,,0,0,,11,,0,,4,,,,,0,,7,,1,,,43
Sports,,11,1,,,,1,1,4,2,,12,,5,1,1,1,,,,,,1,,,,,,,2,1,,1,,,,1,,9,,,1,1,,,7,,3,1,,10,3,,4,8,12,,11,9,3,6,2,1,11,6,2,3,1,,,,1,,2,1,11,9,,8,2,,,,6,4,9,8,,,6,6,3,,1,,,11,,,1,2,,5,,1,,6,,,,,2,,9,,2,,,12
Gold,,2,0,,,,0,0,0,0,,5,,0,0,0,0,,,,,,0,,,,,,,0,0,,0,,,,0,,6,,,0,0,,,0,,0,0,,0,0,,0,3,3,,10,0,0,0,0,0,4,0,0,0,0,,,,0,,1,0,9,0,,0,0,,,,0,0,1,1,,,0,0,0,,0,,,1,,,0,0,,0,,0,,2,,,,,0,,0,,0,,,9
Silver,,3,0,,,,0,0,0,0,,4,,0,0,0,0,,,,,,0,,,,,,,0,0,,0,,,,0,,7,,,0,0,,,0,,0,0,,0,0,,0,1,5,,10,0,0,0,0,0,6,0,0,0,2,,,,0,,1,0,6,0,,0,0,,,,0,0,0,0,,,0,3,0,,0,,,2,,,0,0,,0,,0,,1,,,,,0,,0,,1,,,6
Bronze,,2,0,,,,0,0,0,0,,2,,0,0,0,0,,,,,,0,,,,,,,0,0,,0,,,,0,,8,,,0,0,,,0,,0,0,,3,0,,0,3,1,,6,0,0,0,0,0,4,0,0,0,0,,,,0,,2,0,5,0,,0,0,,,,0,1,3,2,,,0,0,0,,0,,,4,,,0,0,,1,,0,,1,,,,,0,,0,,0,,,8
Total M,,7,0,,,,0,0,0,0,,11,,0,0,0,0,,,,,,0,,,,,,,0,0,,0,,,,0,,21,,,0,0,,,0,,0,0,,3,0,,0,7,9,,26,0,0,0,0,0,14,0,0,0,2,,,,0,,4,0,20,0,,0,0,,,,0,1,4,3,,,0,3,0,,0,,,7,,,0,0,,1,,0,,4,,,,,0,,0,,1,,,23
Distance,,3912.570861,5747.426441,,,,5621.135587,5037.315018,5918.253205,4508.416705,,4961.295818,,7042.463145,6205.962165,5403.211072,7123.436875,,,,,,1236.065799,,,,,,,1124.546998,2492.032281,,5233.309328,,,,323.7428436,,349.3757302,,,373.0681671,3802.939444,,,936.1763913,,443.0468023,1574.025562,,508.1110539,730.5822511,,1229.385115,1474.188566,212.7464826,,386.9525119,685.356701,919.1271143,654.9912638,1622.160332,820.0716434,374.4225886,1114.957006,181.6435189,1043.340204,281.7941896,,,,143.1650948,,472.6047072,4902.974241,1137.590766,755.9646196,,894.4039446,323.8911132,,,,414.9287964,656.0776151,1179.412259,119.3674179,,,686.414313,4912.087982,6148.775672,,4316.537786,,,6042.973474,,,1751.97251,4408.528618,,5475.449487,,6751.514568,,5656.529446,,,,,1523.567572,,9271.303015,,11742.89388,,,1343.336187
1994,2,95,,,,,,4,1,5,2,147,,10,,1,3,,,,,,,,,,,,,,1,2,,,,,6,2,80,,33,5,1,10,,17,,3,1,63,,4,,26,61,98,5,112,32,9,16,5,,104,27,10,6,1,,,2,5,,21,,88,28,1,23,3,,,42,22,13,84,59,37,,,24,2,,,,1,59,24,1,,1,,,,,113,21,,,,,1,7,25,1,7,,,
Men,2,66,,,,,,4,1,5,2,95,,4,,1,3,,,,,,,,,,,,,,1,1,,,,,4,2,65,,21,2,1,8,,10,,3,0,47,,4,,17,47,68,5,79,25,7,5,4,,78,20,9,3,1,,,1,5,,13,,67,15,1,13,3,,,34,17,8,64,41,20,,,7,2,,,,1,43,19,0,,1,,,,,75,11,,,,,1,3,18,1,5,,,
Women,0,29,,,,,,0,0,0,0,52,,6,,0,0,,,,,,,,,,,,,,0,1,,,,,2,0,15,,12,3,0,2,,7,,0,1,16,,0,,9,14,30,0,33,7,2,11,1,,26,7,1,3,0,,,1,0,,8,,21,13,0,10,0,,,8,5,5,20,18,17,,,17,0,,,,0,16,10,1,,0,,,,,38,10,,,,,0,4,7,0,2,,,
Sports,1,10,,,,,,1,1,1,1,12,,2,,1,1,,,,,,,,,,,,,,1,2,,,,,1,1,10,,7,2,1,4,,7,,2,1,7,,3,,6,8,10,3,11,8,5,5,2,,11,6,3,3,1,,,1,2,,4,,10,8,1,7,2,,,7,3,4,10,10,10,,,5,1,,,,1,11,8,1,,1,,,,,12,5,,,,,1,2,9,1,2,,,
Gold,0,3,,,,,,0,0,0,0,6,,0,,0,0,,,,,,,,,,,,,,0,0,,,,,0,0,2,,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,9,0,0,0,0,,7,0,0,0,0,,,0,0,,0,,10,0,0,0,0,,,0,0,0,2,3,1,,,0,0,,,,0,1,1,0,,0,,,,,11,4,,,,,0,1,0,0,0,,,
Silver,0,6,,,,,,0,0,0,0,5,,0,,0,0,,,,,,,,,,,,,,0,0,,,,,0,0,3,,2,0,0,0,,0,,0,0,0,,0,,0,1,1,0,7,0,0,0,0,,5,0,0,0,0,,,0,0,,1,,11,0,0,0,0,,,0,0,0,1,4,0,,,1,0,,,,0,2,2,0,,0,,,,,8,1,,,,,0,0,0,0,0,,,
Bronze,0,4,,,,,,0,0,0,0,2,,0,,0,0,,,,,,,,,,,,,,0,0,,,,,0,0,4,,0,0,0,0,,0,,0,0,0,,0,,0,5,4,0,8,2,0,0,0,,8,0,0,0,0,,,0,0,,3,,5,0,0,0,0,,,0,3,0,0,2,1,,,2,0,,,,0,2,0,0,,0,,,,,4,1,,,,,0,0,0,0,0,,,
Total M,0,13,,,,,,0,0,0,0,13,,0,,0,0,,,,,,,,,,,,,,0,0,,,,,0,0,9,,2,0,0,0,,0,,0,0,0,,0,,0,6,5,0,24,2,0,0,0,,20,0,0,0,0,,,0,0,,4,,26,0,0,0,0,,,0,3,0,3,9,2,,,3,0,,,,0,5,3,0,,0,,,,,23,6,,,,,0,1,0,0,0,,,
